id,Distance,Zb,Nonuniform,Unsteady Collacated,Unsteady Staggered
0,0.0,0.0854357765204456,2.930156051583521,2.930156051583521,2.930156051583521
1,0.5,0.0483720344358671,2.9931929435334688,2.9699051499411535,2.978738514589018
2,1.0,0.0425030629863234,3.004495606497155,2.970124254091829,2.98228710427454
3,1.5,0.086443685982674,2.934445229021397,2.976907768103551,2.960699569212617
4,2.0,-0.0194988548325176,3.1047403259123154,3.090235285091727,3.0960781046856303
5,2.5,-0.0653411313900665,3.174622071224764,3.077742250429643,3.115721141543047
6,3.0,0.1047558559537132,2.9089527111770517,2.967428710298408,2.9449449179209233
7,3.5,-0.0253262729943022,3.1184833553030784,3.0976510092393745,3.105359012412559
8,4.0,-0.0283764161202457,3.124596749607895,3.08990249916898,3.1031810117082648
9,4.5,0.0002493816349162,3.0827028603073905,3.060714679787043,3.0690626776117416
10,5.0,-0.012749526019279,3.1041324092964255,3.0417592263612336,3.0655239612106033
11,5.5,0.0766726447287904,2.964946873548257,2.9782563348165847,2.972476243057338
12,6.0,0.022192173724779,3.0538851036025383,3.031589365066693,3.0392869874731216
13,6.5,0.0438004556354961,3.021651537500221,3.039001852939568,3.0318425606397454
14,7.0,-0.048946566993088,3.164878712707553,3.079835088250567,3.1127578072901656
15,7.5,0.0836977527809552,2.96060833587736,2.9655859702251663,2.9620787024473496
16,8.0,0.067331080624957,2.9892735996544655,3.0181177738477203,3.006087520818337
17,8.5,-0.0146514811633378,3.118784022626656,3.0967274995179475,3.1044171554386613
18,9.0,0.0072867714672103,3.0870333641414907,3.0949852488477365,3.0909838359328368
19,9.5,-0.0724094367107607,3.207033100027511,3.1118298769192885,3.148729108902836
20,10.0,0.1026522504988228,2.938074746724555,2.9798465955325915,2.9623930634090168
21,10.5,0.0149072514011678,3.0802815894722735,3.077463388037112,3.0769614509386147
22,11.0,0.0041520497760907,3.098332012989339,3.1068605492355355,3.1021192268946995
23,11.5,-0.0456183907834319,3.1742040972296097,3.1445274358790813,3.155480223038756
24,12.0,-0.0465703870361076,3.1770043596233264,3.079689152753035,3.1174526854144657
25,12.5,0.1128072981896471,2.929848870602587,2.9313649958962293,2.928393121111054
26,13.0,0.1310914274302612,2.900924643761617,2.9795811221757815,2.9495629652054447
27,13.5,-0.0230874875295828,3.147519160308543,3.120431221629611,3.1301835035315033
28,14.0,0.0260296184025951,3.0747678053983494,3.0964682070215344,3.0869719072423076
29,14.5,-0.047355785138956,3.186266456515743,3.143046211692667,3.1595817179453873
30,15.0,0.0194389933967426,3.0879630199176935,3.0703855299759226,3.076582345657423
31,15.5,0.0187689118644207,3.0905904485103495,3.038693633463574,3.0578918157089823
32,16.0,0.1066310860660831,2.952876610796,2.972697922896152,2.9645399671172625
33,16.5,0.0457231208647516,3.0525143774590857,3.0042415241363165,3.0217189940368687
34,17.0,0.1134408675600211,2.94541082721753,2.938611831127518,2.9395195463447696
35,17.5,0.1221837761214105,2.932861819743329,2.947199211849109,2.940411249457874
36,18.0,0.0889682525504831,2.989576291062884,2.9807196459282195,2.9819397898357636
37,18.5,0.1240386475896586,2.9338013861167473,3.0036364365816675,2.976505845886664
38,19.0,-0.0459185077388088,3.1990792987005356,3.099613642342271,3.1373804965834884
39,19.5,0.1419854439368791,2.9071214062184967,2.9374861061616273,2.923464866721072
40,20.0,0.1047877745474276,2.9713894636734226,2.999478706384811,2.986350413986896
41,20.5,0.0746723306231133,3.0217759283816124,3.0703375334948606,3.049831778547229
42,21.0,-0.0225769651287882,3.171618374748939,3.165996727992088,3.1666616140417063
43,21.5,-0.015003400972485,3.1618809628086613,3.1592740309988185,3.1587063117846634
